"","Numeracy","ProblemCorr","Difficulty_forgraphs","PConTypeLabeled","catpolitical","id"
"5110",4,1,"Difficult","Liberal Confirming Items","Liberals",853
"5111",4,1,"Difficult","Apolitical Items","Liberals",853
"5112",4,1,"Difficult","Apolitical Items","Liberals",853
"5113",4,0,"Difficult","Conservative Confirming Items","Liberals",854
"5114",4,1,"Difficult","Liberal Confirming Items","Liberals",854
"5115",4,1,"Difficult","Conservative Confirming Items","Liberals",854
"5116",4,1,"Difficult","Liberal Confirming Items","Liberals",854
"5117",4,1,"Difficult","Apolitical Items","Liberals",854
"5118",4,1,"Difficult","Apolitical Items","Liberals",854
"5119",4,1,"Difficult","Conservative Confirming Items","Liberals",855
"5120",4,1,"Difficult","Liberal Confirming Items","Liberals",855
"5121",4,1,"Difficult","Conservative Confirming Items","Liberals",855
"5122",4,1,"Difficult","Liberal Confirming Items","Liberals",855
"5123",4,1,"Difficult","Apolitical Items","Liberals",855
"5124",4,1,"Difficult","Apolitical Items","Liberals",855
"5125",6,1,"Difficult","Conservative Confirming Items","Conservatives",856
"5126",6,1,"Difficult","Liberal Confirming Items","Conservatives",856
"5127",6,1,"Difficult","Conservative Confirming Items","Conservatives",856
"5128",6,1,"Difficult","Liberal Confirming Items","Conservatives",856
"5129",6,1,"Difficult","Apolitical Items","Conservatives",856
"5130",6,1,"Difficult","Apolitical Items","Conservatives",856
"5131",6,1,"Difficult","Conservative Confirming Items","Liberals",857
"5132",6,1,"Difficult","Liberal Confirming Items","Liberals",857
"5133",6,1,"Difficult","Conservative Confirming Items","Liberals",857
"5134",6,1,"Difficult","Liberal Confirming Items","Liberals",857
"5135",6,1,"Difficult","Apolitical Items","Liberals",857
"5136",6,1,"Difficult","Apolitical Items","Liberals",857
"5137",8,0,"Difficult","Conservative Confirming Items","Moderates",858
"5138",8,1,"Difficult","Liberal Confirming Items","Moderates",858
"5139",8,1,"Difficult","Conservative Confirming Items","Moderates",858
"5140",8,0,"Difficult","Liberal Confirming Items","Moderates",858
"5141",8,1,"Difficult","Apolitical Items","Moderates",858
"5142",8,0,"Difficult","Apolitical Items","Moderates",858
"5143",7,1,"Difficult","Conservative Confirming Items","Liberals",859
"5144",7,1,"Difficult","Liberal Confirming Items","Liberals",859
"5145",7,1,"Difficult","Conservative Confirming Items","Liberals",859
"5146",7,1,"Difficult","Liberal Confirming Items","Liberals",859
"5147",7,1,"Difficult","Apolitical Items","Liberals",859
"5148",7,1,"Difficult","Apolitical Items","Liberals",859
"5149",5,1,"Difficult","Conservative Confirming Items","Liberals",860
"5150",5,1,"Difficult","Liberal Confirming Items","Liberals",860
"5151",5,1,"Difficult","Conservative Confirming Items","Liberals",860
"5152",5,1,"Difficult","Liberal Confirming Items","Liberals",860
"5153",5,1,"Difficult","Apolitical Items","Liberals",860
"5154",5,1,"Difficult","Apolitical Items","Liberals",860
"5155",3,0,"Difficult","Conservative Confirming Items","Conservatives",861
"5156",3,1,"Difficult","Liberal Confirming Items","Conservatives",861
"5157",3,1,"Difficult","Conservative Confirming Items","Conservatives",861
"5158",3,1,"Difficult","Liberal Confirming Items","Conservatives",861
"5159",3,1,"Difficult","Apolitical Items","Conservatives",861
"5160",3,1,"Difficult","Apolitical Items","Conservatives",861
"5161",8,0,"Difficult","Conservative Confirming Items","Liberals",862
"5162",8,1,"Difficult","Liberal Confirming Items","Liberals",862
"5163",8,1,"Difficult","Conservative Confirming Items","Liberals",862
"5164",8,1,"Difficult","Liberal Confirming Items","Liberals",862
"5165",8,0,"Difficult","Apolitical Items","Liberals",862
"5166",8,1,"Difficult","Apolitical Items","Liberals",862
"5167",8,1,"Difficult","Conservative Confirming Items","Liberals",863
"5168",8,1,"Difficult","Liberal Confirming Items","Liberals",863
"5169",8,1,"Difficult","Conservative Confirming Items","Liberals",863
"5170",8,1,"Difficult","Liberal Confirming Items","Liberals",863
"5171",8,1,"Difficult","Apolitical Items","Liberals",863
"5172",8,1,"Difficult","Apolitical Items","Liberals",863
"5173",5,0,"Difficult","Conservative Confirming Items","Liberals",864
"5174",5,1,"Difficult","Liberal Confirming Items","Liberals",864
"5175",5,1,"Difficult","Conservative Confirming Items","Liberals",864
"5176",5,1,"Difficult","Liberal Confirming Items","Liberals",864
"5177",5,1,"Difficult","Apolitical Items","Liberals",864
"5178",5,0,"Difficult","Apolitical Items","Liberals",864
"5179",4,0,"Difficult","Conservative Confirming Items","Liberals",865
"5180",4,1,"Difficult","Liberal Confirming Items","Liberals",865
"5181",4,1,"Difficult","Conservative Confirming Items","Liberals",865
"5182",4,1,"Difficult","Liberal Confirming Items","Liberals",865
"5183",4,1,"Difficult","Apolitical Items","Liberals",865
"5184",4,1,"Difficult","Apolitical Items","Liberals",865
"5185",5,1,"Difficult","Conservative Confirming Items","Liberals",866
"5186",5,1,"Difficult","Liberal Confirming Items","Liberals",866
"5187",5,1,"Difficult","Conservative Confirming Items","Liberals",866
"5188",5,1,"Difficult","Liberal Confirming Items","Liberals",866
"5189",5,1,"Difficult","Apolitical Items","Liberals",866
"5190",5,1,"Difficult","Apolitical Items","Liberals",866
"5191",4,0,"Difficult","Conservative Confirming Items","Conservatives",867
"5192",4,1,"Difficult","Liberal Confirming Items","Conservatives",867
"5193",4,1,"Difficult","Conservative Confirming Items","Conservatives",867
"5194",4,1,"Difficult","Liberal Confirming Items","Conservatives",867
"5195",4,1,"Difficult","Apolitical Items","Conservatives",867
"5196",4,1,"Difficult","Apolitical Items","Conservatives",867
"5197",4,0,"Difficult","Conservative Confirming Items","Conservatives",868
"5198",4,0,"Difficult","Liberal Confirming Items","Conservatives",868
"5199",4,1,"Difficult","Conservative Confirming Items","Conservatives",868
"5200",4,0,"Difficult","Liberal Confirming Items","Conservatives",868
"5201",4,0,"Difficult","Apolitical Items","Conservatives",868
"5202",4,0,"Difficult","Apolitical Items","Conservatives",868
"5203",7,1,"Difficult","Conservative Confirming Items","Moderates",869
"5204",7,1,"Difficult","Liberal Confirming Items","Moderates",869
"5205",7,1,"Difficult","Conservative Confirming Items","Moderates",869
"5206",7,1,"Difficult","Liberal Confirming Items","Moderates",869
"5207",7,1,"Difficult","Apolitical Items","Moderates",869
"5208",7,1,"Difficult","Apolitical Items","Moderates",869
"5209",7,1,"Difficult","Conservative Confirming Items","Conservatives",870
"5210",7,1,"Difficult","Liberal Confirming Items","Conservatives",870
"5211",7,1,"Difficult","Conservative Confirming Items","Conservatives",870
"5212",7,1,"Difficult","Liberal Confirming Items","Conservatives",870
"5213",7,1,"Difficult","Apolitical Items","Conservatives",870
"5214",7,1,"Difficult","Apolitical Items","Conservatives",870
"5215",2,0,"Difficult","Conservative Confirming Items","Conservatives",871
"5216",2,1,"Difficult","Liberal Confirming Items","Conservatives",871
"5217",2,1,"Difficult","Conservative Confirming Items","Conservatives",871
"5218",2,1,"Difficult","Liberal Confirming Items","Conservatives",871
"5219",2,1,"Difficult","Apolitical Items","Conservatives",871
"5220",2,1,"Difficult","Apolitical Items","Conservatives",871
"5221",6,0,"Difficult","Conservative Confirming Items","Conservatives",872
"5222",6,0,"Difficult","Liberal Confirming Items","Conservatives",872
"5223",6,1,"Difficult","Conservative Confirming Items","Conservatives",872
"5224",6,1,"Difficult","Liberal Confirming Items","Conservatives",872
"5225",6,1,"Difficult","Apolitical Items","Conservatives",872
"5226",6,1,"Difficult","Apolitical Items","Conservatives",872
"5227",5,0,"Difficult","Conservative Confirming Items","Liberals",873
"5228",5,1,"Difficult","Liberal Confirming Items","Liberals",873
"5229",5,1,"Difficult","Conservative Confirming Items","Liberals",873
"5230",5,1,"Difficult","Liberal Confirming Items","Liberals",873
"5231",5,1,"Difficult","Apolitical Items","Liberals",873
"5232",5,1,"Difficult","Apolitical Items","Liberals",873
"5233",3,0,"Difficult","Conservative Confirming Items","Conservatives",874
"5234",3,1,"Difficult","Liberal Confirming Items","Conservatives",874
"5235",3,1,"Difficult","Conservative Confirming Items","Conservatives",874
"5236",3,0,"Difficult","Liberal Confirming Items","Conservatives",874
"5237",3,1,"Difficult","Apolitical Items","Conservatives",874
"5238",3,1,"Difficult","Apolitical Items","Conservatives",874
"5239",7,1,"Difficult","Conservative Confirming Items","Liberals",875
"5240",7,1,"Difficult","Liberal Confirming Items","Liberals",875
"5241",7,1,"Difficult","Conservative Confirming Items","Liberals",875
"5242",7,1,"Difficult","Liberal Confirming Items","Liberals",875
"5243",7,1,"Difficult","Apolitical Items","Liberals",875
"5244",7,1,"Difficult","Apolitical Items","Liberals",875
"5245",5,1,"Difficult","Conservative Confirming Items","Conservatives",876
"5246",5,1,"Difficult","Liberal Confirming Items","Conservatives",876
"5247",5,1,"Difficult","Conservative Confirming Items","Conservatives",876
"5248",5,1,"Difficult","Liberal Confirming Items","Conservatives",876
"5249",5,1,"Difficult","Apolitical Items","Conservatives",876
"5250",5,1,"Difficult","Apolitical Items","Conservatives",876
"5251",2,0,"Difficult","Conservative Confirming Items","Moderates",877
"5252",2,1,"Difficult","Liberal Confirming Items","Moderates",877
"5253",2,1,"Difficult","Conservative Confirming Items","Moderates",877
"5254",2,0,"Difficult","Liberal Confirming Items","Moderates",877
"5255",2,1,"Difficult","Apolitical Items","Moderates",877
"5256",2,0,"Difficult","Apolitical Items","Moderates",877
"5257",5,1,"Difficult","Conservative Confirming Items","Moderates",878
"5258",5,1,"Difficult","Liberal Confirming Items","Moderates",878
"5259",5,1,"Difficult","Conservative Confirming Items","Moderates",878
"5260",5,1,"Difficult","Liberal Confirming Items","Moderates",878
"5261",5,1,"Difficult","Apolitical Items","Moderates",878
"5262",5,1,"Difficult","Apolitical Items","Moderates",878
"5263",3,1,"Difficult","Conservative Confirming Items","Liberals",879
"5264",3,1,"Difficult","Liberal Confirming Items","Liberals",879
"5265",3,1,"Difficult","Conservative Confirming Items","Liberals",879
"5266",3,0,"Difficult","Liberal Confirming Items","Liberals",879
"5267",3,1,"Difficult","Apolitical Items","Liberals",879
"5268",3,0,"Difficult","Apolitical Items","Liberals",879
"5269",5,1,"Difficult","Conservative Confirming Items","Moderates",880
"5270",5,1,"Difficult","Liberal Confirming Items","Moderates",880
"5271",5,0,"Difficult","Conservative Confirming Items","Moderates",880
"5272",5,1,"Difficult","Liberal Confirming Items","Moderates",880
"5273",5,1,"Difficult","Apolitical Items","Moderates",880
"5274",5,0,"Difficult","Apolitical Items","Moderates",880
"5275",0,0,"Difficult","Conservative Confirming Items","Conservatives",881
"5276",0,1,"Difficult","Liberal Confirming Items","Conservatives",881
"5277",0,1,"Difficult","Conservative Confirming Items","Conservatives",881
"5278",0,0,"Difficult","Liberal Confirming Items","Conservatives",881
"5279",0,1,"Difficult","Apolitical Items","Conservatives",881
"5280",0,0,"Difficult","Apolitical Items","Conservatives",881
"5281",7,0,"Difficult","Conservative Confirming Items","Moderates",882
"5282",7,1,"Difficult","Liberal Confirming Items","Moderates",882
"5283",7,1,"Difficult","Conservative Confirming Items","Moderates",882
"5284",7,1,"Difficult","Liberal Confirming Items","Moderates",882
"5285",7,1,"Difficult","Apolitical Items","Moderates",882
"5286",7,0,"Difficult","Apolitical Items","Moderates",882
"5287",4,1,"Difficult","Conservative Confirming Items","Conservatives",883
"5288",4,1,"Difficult","Liberal Confirming Items","Conservatives",883
"5289",4,1,"Difficult","Conservative Confirming Items","Conservatives",883
"5290",4,1,"Difficult","Liberal Confirming Items","Conservatives",883
"5291",4,1,"Difficult","Apolitical Items","Conservatives",883
"5292",4,1,"Difficult","Apolitical Items","Conservatives",883
"5293",4,1,"Difficult","Conservative Confirming Items","Liberals",884
"5294",4,0,"Difficult","Liberal Confirming Items","Liberals",884
"5295",4,1,"Difficult","Conservative Confirming Items","Liberals",884
"5296",4,1,"Difficult","Liberal Confirming Items","Liberals",884
"5297",4,0,"Difficult","Apolitical Items","Liberals",884
"5298",4,1,"Difficult","Apolitical Items","Liberals",884
"5299",4,0,"Difficult","Conservative Confirming Items","Liberals",885
"5300",4,1,"Difficult","Liberal Confirming Items","Liberals",885
"5301",4,1,"Difficult","Conservative Confirming Items","Liberals",885
"5302",4,1,"Difficult","Liberal Confirming Items","Liberals",885
"5303",4,0,"Difficult","Apolitical Items","Liberals",885
"5304",4,0,"Difficult","Apolitical Items","Liberals",885
"5305",6,0,"Difficult","Conservative Confirming Items","Conservatives",886
"5306",6,1,"Difficult","Liberal Confirming Items","Conservatives",886
"5307",6,1,"Difficult","Conservative Confirming Items","Conservatives",886
"5308",6,1,"Difficult","Liberal Confirming Items","Conservatives",886
"5309",6,1,"Difficult","Apolitical Items","Conservatives",886
"5310",6,1,"Difficult","Apolitical Items","Conservatives",886
"5311",5,0,"Difficult","Conservative Confirming Items","Liberals",887
"5312",5,1,"Difficult","Liberal Confirming Items","Liberals",887
"5313",5,1,"Difficult","Conservative Confirming Items","Liberals",887
"5314",5,1,"Difficult","Liberal Confirming Items","Liberals",887
"5315",5,1,"Difficult","Apolitical Items","Liberals",887
"5316",5,0,"Difficult","Apolitical Items","Liberals",887
"5317",8,1,"Difficult","Conservative Confirming Items","Moderates",888
"5318",8,1,"Difficult","Liberal Confirming Items","Moderates",888
"5319",8,1,"Difficult","Conservative Confirming Items","Moderates",888
"5320",8,1,"Difficult","Liberal Confirming Items","Moderates",888
"5321",8,1,"Difficult","Apolitical Items","Moderates",888
"5322",8,1,"Difficult","Apolitical Items","Moderates",888
"5323",2,0,"Difficult","Conservative Confirming Items","Liberals",889
"5324",2,1,"Difficult","Liberal Confirming Items","Liberals",889
"5325",2,1,"Difficult","Conservative Confirming Items","Liberals",889
"5326",2,1,"Difficult","Liberal Confirming Items","Liberals",889
"5327",2,0,"Difficult","Apolitical Items","Liberals",889
"5328",2,1,"Difficult","Apolitical Items","Liberals",889
"5329",4,0,"Difficult","Conservative Confirming Items","Liberals",890
"5330",4,1,"Difficult","Liberal Confirming Items","Liberals",890
"5331",4,1,"Difficult","Conservative Confirming Items","Liberals",890
"5332",4,0,"Difficult","Liberal Confirming Items","Liberals",890
"5333",4,1,"Difficult","Apolitical Items","Liberals",890
"5334",4,0,"Difficult","Apolitical Items","Liberals",890
"5335",8,1,"Difficult","Conservative Confirming Items","Conservatives",891
"5336",8,1,"Difficult","Liberal Confirming Items","Conservatives",891
"5337",8,1,"Difficult","Conservative Confirming Items","Conservatives",891
"5338",8,1,"Difficult","Liberal Confirming Items","Conservatives",891
"5339",8,1,"Difficult","Apolitical Items","Conservatives",891
"5340",8,0,"Difficult","Apolitical Items","Conservatives",891
"5341",5,1,"Difficult","Conservative Confirming Items","Moderates",892
"5342",5,1,"Difficult","Liberal Confirming Items","Moderates",892
"5343",5,1,"Difficult","Conservative Confirming Items","Moderates",892
"5344",5,1,"Difficult","Liberal Confirming Items","Moderates",892
"5345",5,1,"Difficult","Apolitical Items","Moderates",892
"5346",5,1,"Difficult","Apolitical Items","Moderates",892
"5347",3,1,"Difficult","Conservative Confirming Items","Liberals",893
"5348",3,1,"Difficult","Liberal Confirming Items","Liberals",893
"5349",3,1,"Difficult","Conservative Confirming Items","Liberals",893
"5350",3,1,"Difficult","Liberal Confirming Items","Liberals",893
"5351",3,1,"Difficult","Apolitical Items","Liberals",893
"5352",3,1,"Difficult","Apolitical Items","Liberals",893
"5353",4,1,"Difficult","Conservative Confirming Items","Liberals",894
"5354",4,1,"Difficult","Liberal Confirming Items","Liberals",894
"5355",4,1,"Difficult","Conservative Confirming Items","Liberals",894
"5356",4,1,"Difficult","Liberal Confirming Items","Liberals",894
"5357",4,1,"Difficult","Apolitical Items","Liberals",894
"5358",4,1,"Difficult","Apolitical Items","Liberals",894
"5359",5,1,"Difficult","Conservative Confirming Items","Liberals",895
"5360",5,1,"Difficult","Liberal Confirming Items","Liberals",895
"5361",5,0,"Difficult","Conservative Confirming Items","Liberals",895
"5362",5,1,"Difficult","Liberal Confirming Items","Liberals",895
"5363",5,1,"Difficult","Apolitical Items","Liberals",895
"5364",5,1,"Difficult","Apolitical Items","Liberals",895
"5365",4,0,"Difficult","Conservative Confirming Items","Conservatives",896
"5366",4,1,"Difficult","Liberal Confirming Items","Conservatives",896
"5367",4,0,"Difficult","Conservative Confirming Items","Conservatives",896
"5368",4,1,"Difficult","Liberal Confirming Items","Conservatives",896
"5369",4,0,"Difficult","Apolitical Items","Conservatives",896
"5370",4,0,"Difficult","Apolitical Items","Conservatives",896
"5371",4,0,"Difficult","Conservative Confirming Items","Liberals",897
"5372",4,0,"Difficult","Liberal Confirming Items","Liberals",897
"5373",4,1,"Difficult","Conservative Confirming Items","Liberals",897
"5374",4,0,"Difficult","Liberal Confirming Items","Liberals",897
"5375",4,1,"Difficult","Apolitical Items","Liberals",897
"5376",4,0,"Difficult","Apolitical Items","Liberals",897
"5377",5,1,"Difficult","Conservative Confirming Items","Liberals",898
"5378",5,1,"Difficult","Liberal Confirming Items","Liberals",898
"5379",5,1,"Difficult","Conservative Confirming Items","Liberals",898
"5380",5,1,"Difficult","Liberal Confirming Items","Liberals",898
"5381",5,1,"Difficult","Apolitical Items","Liberals",898
"5382",5,1,"Difficult","Apolitical Items","Liberals",898
"5383",5,1,"Difficult","Conservative Confirming Items","Liberals",899
"5384",5,1,"Difficult","Liberal Confirming Items","Liberals",899
"5385",5,1,"Difficult","Conservative Confirming Items","Liberals",899
"5386",5,0,"Difficult","Liberal Confirming Items","Liberals",899
"5387",5,1,"Difficult","Apolitical Items","Liberals",899
"5388",5,1,"Difficult","Apolitical Items","Liberals",899
"5389",3,1,"Difficult","Conservative Confirming Items","Liberals",900
"5390",3,1,"Difficult","Liberal Confirming Items","Liberals",900
"5391",3,1,"Difficult","Conservative Confirming Items","Liberals",900
"5392",3,0,"Difficult","Liberal Confirming Items","Liberals",900
"5393",3,1,"Difficult","Apolitical Items","Liberals",900
"5394",3,1,"Difficult","Apolitical Items","Liberals",900
"5395",4,0,"Difficult","Conservative Confirming Items","Conservatives",901
"5396",4,1,"Difficult","Liberal Confirming Items","Conservatives",901
"5397",4,1,"Difficult","Conservative Confirming Items","Conservatives",901
"5398",4,1,"Difficult","Liberal Confirming Items","Conservatives",901
"5399",4,1,"Difficult","Apolitical Items","Conservatives",901
"5400",4,0,"Difficult","Apolitical Items","Conservatives",901
"5401",2,0,"Difficult","Conservative Confirming Items","Liberals",902
"5402",2,1,"Difficult","Liberal Confirming Items","Liberals",902
"5403",2,1,"Difficult","Conservative Confirming Items","Liberals",902
"5404",2,1,"Difficult","Liberal Confirming Items","Liberals",902
"5405",2,1,"Difficult","Apolitical Items","Liberals",902
"5406",2,1,"Difficult","Apolitical Items","Liberals",902
"5407",4,1,"Difficult","Conservative Confirming Items","Conservatives",903
"5408",4,1,"Difficult","Liberal Confirming Items","Conservatives",903
"5409",4,1,"Difficult","Conservative Confirming Items","Conservatives",903
"5410",4,0,"Difficult","Liberal Confirming Items","Conservatives",903
"5411",4,1,"Difficult","Apolitical Items","Conservatives",903
"5412",4,1,"Difficult","Apolitical Items","Conservatives",903
"5413",6,0,"Difficult","Conservative Confirming Items","Liberals",904
"5414",6,1,"Difficult","Liberal Confirming Items","Liberals",904
"5415",6,1,"Difficult","Conservative Confirming Items","Liberals",904
"5416",6,1,"Difficult","Liberal Confirming Items","Liberals",904
"5417",6,1,"Difficult","Apolitical Items","Liberals",904
"5418",6,1,"Difficult","Apolitical Items","Liberals",904
"5419",5,1,"Difficult","Conservative Confirming Items","Conservatives",905
"5420",5,1,"Difficult","Liberal Confirming Items","Conservatives",905
"5421",5,1,"Difficult","Conservative Confirming Items","Conservatives",905
"5422",5,0,"Difficult","Liberal Confirming Items","Conservatives",905
"5423",5,1,"Difficult","Apolitical Items","Conservatives",905
"5424",5,1,"Difficult","Apolitical Items","Conservatives",905
"5425",4,0,"Difficult","Conservative Confirming Items","Liberals",906
"5426",4,1,"Difficult","Liberal Confirming Items","Liberals",906
"5427",4,1,"Difficult","Conservative Confirming Items","Liberals",906
"5428",4,1,"Difficult","Liberal Confirming Items","Liberals",906
"5429",4,1,"Difficult","Apolitical Items","Liberals",906
"5430",4,0,"Difficult","Apolitical Items","Liberals",906
"5431",7,0,"Difficult","Conservative Confirming Items","Liberals",907
"5432",7,1,"Difficult","Liberal Confirming Items","Liberals",907
"5433",7,1,"Difficult","Conservative Confirming Items","Liberals",907
"5434",7,1,"Difficult","Liberal Confirming Items","Liberals",907
"5435",7,1,"Difficult","Apolitical Items","Liberals",907
"5436",7,1,"Difficult","Apolitical Items","Liberals",907
"5437",5,1,"Difficult","Conservative Confirming Items","Liberals",908
"5438",5,1,"Difficult","Liberal Confirming Items","Liberals",908
"5439",5,1,"Difficult","Conservative Confirming Items","Liberals",908
"5440",5,1,"Difficult","Liberal Confirming Items","Liberals",908
"5441",5,1,"Difficult","Apolitical Items","Liberals",908
"5442",5,0,"Difficult","Apolitical Items","Liberals",908
"5443",5,1,"Difficult","Conservative Confirming Items","Conservatives",909
"5444",5,1,"Difficult","Liberal Confirming Items","Conservatives",909
"5445",5,1,"Difficult","Conservative Confirming Items","Conservatives",909
"5446",5,0,"Difficult","Liberal Confirming Items","Conservatives",909
"5447",5,1,"Difficult","Apolitical Items","Conservatives",909
"5448",5,0,"Difficult","Apolitical Items","Conservatives",909
"5449",6,0,"Difficult","Conservative Confirming Items","Moderates",910
"5450",6,1,"Difficult","Liberal Confirming Items","Moderates",910
"5451",6,1,"Difficult","Conservative Confirming Items","Moderates",910
"5452",6,1,"Difficult","Liberal Confirming Items","Moderates",910
"5453",6,1,"Difficult","Apolitical Items","Moderates",910
"5454",6,0,"Difficult","Apolitical Items","Moderates",910
"5455",6,0,"Difficult","Conservative Confirming Items","Liberals",911
"5456",6,0,"Difficult","Liberal Confirming Items","Liberals",911
"5457",6,1,"Difficult","Conservative Confirming Items","Liberals",911
"5458",6,1,"Difficult","Liberal Confirming Items","Liberals",911
"5459",6,1,"Difficult","Apolitical Items","Liberals",911
"5460",6,0,"Difficult","Apolitical Items","Liberals",911
"5461",7,0,"Difficult","Conservative Confirming Items","Moderates",912
"5462",7,0,"Difficult","Liberal Confirming Items","Moderates",912
"5463",7,1,"Difficult","Conservative Confirming Items","Moderates",912
"5464",7,1,"Difficult","Liberal Confirming Items","Moderates",912
"5465",7,1,"Difficult","Apolitical Items","Moderates",912
"5466",7,0,"Difficult","Apolitical Items","Moderates",912
"5467",2,0,"Difficult","Conservative Confirming Items","Liberals",913
"5468",2,1,"Difficult","Liberal Confirming Items","Liberals",913
"5469",2,0,"Difficult","Conservative Confirming Items","Liberals",913
"5470",2,1,"Difficult","Liberal Confirming Items","Liberals",913
"5471",2,1,"Difficult","Apolitical Items","Liberals",913
"5472",2,0,"Difficult","Apolitical Items","Liberals",913
"5473",7,1,"Difficult","Conservative Confirming Items","Conservatives",914
"5474",7,1,"Difficult","Liberal Confirming Items","Conservatives",914
"5475",7,1,"Difficult","Conservative Confirming Items","Conservatives",914
"5476",7,1,"Difficult","Liberal Confirming Items","Conservatives",914
"5477",7,1,"Difficult","Apolitical Items","Conservatives",914
"5478",7,0,"Difficult","Apolitical Items","Conservatives",914
"5479",5,1,"Difficult","Conservative Confirming Items","Liberals",915
"5480",5,1,"Difficult","Liberal Confirming Items","Liberals",915
"5481",5,0,"Difficult","Conservative Confirming Items","Liberals",915
"5482",5,0,"Difficult","Liberal Confirming Items","Liberals",915
"5483",5,1,"Difficult","Apolitical Items","Liberals",915
"5484",5,1,"Difficult","Apolitical Items","Liberals",915
"5485",4,0,"Difficult","Conservative Confirming Items","Moderates",916
"5486",4,0,"Difficult","Liberal Confirming Items","Moderates",916
"5487",4,1,"Difficult","Conservative Confirming Items","Moderates",916
"5488",4,1,"Difficult","Liberal Confirming Items","Moderates",916
"5489",4,1,"Difficult","Apolitical Items","Moderates",916
"5490",4,0,"Difficult","Apolitical Items","Moderates",916
"5491",4,0,"Difficult","Conservative Confirming Items","Conservatives",917
"5492",4,1,"Difficult","Liberal Confirming Items","Conservatives",917
"5493",4,1,"Difficult","Conservative Confirming Items","Conservatives",917
"5494",4,1,"Difficult","Liberal Confirming Items","Conservatives",917
"5495",4,1,"Difficult","Apolitical Items","Conservatives",917
"5496",4,0,"Difficult","Apolitical Items","Conservatives",917
"5497",5,0,"Difficult","Conservative Confirming Items","Conservatives",918
"5498",5,1,"Difficult","Liberal Confirming Items","Conservatives",918
"5499",5,1,"Difficult","Conservative Confirming Items","Conservatives",918
"5500",5,1,"Difficult","Liberal Confirming Items","Conservatives",918
"5501",5,1,"Difficult","Apolitical Items","Conservatives",918
"5502",5,1,"Difficult","Apolitical Items","Conservatives",918
"5503",6,1,"Difficult","Conservative Confirming Items","Liberals",919
"5504",6,1,"Difficult","Liberal Confirming Items","Liberals",919
"5505",6,1,"Difficult","Conservative Confirming Items","Liberals",919
"5506",6,1,"Difficult","Liberal Confirming Items","Liberals",919
"5507",6,1,"Difficult","Apolitical Items","Liberals",919
"5508",6,1,"Difficult","Apolitical Items","Liberals",919
"5509",2,1,"Difficult","Conservative Confirming Items","Conservatives",920
"5510",2,1,"Difficult","Liberal Confirming Items","Conservatives",920
"5511",2,1,"Difficult","Conservative Confirming Items","Conservatives",920
"5512",2,1,"Difficult","Liberal Confirming Items","Conservatives",920
"5513",2,1,"Difficult","Apolitical Items","Conservatives",920
"5514",2,0,"Difficult","Apolitical Items","Conservatives",920
"5515",8,0,"Difficult","Conservative Confirming Items","Liberals",921
"5516",8,1,"Difficult","Liberal Confirming Items","Liberals",921
"5517",8,0,"Difficult","Conservative Confirming Items","Liberals",921
"5518",8,1,"Difficult","Liberal Confirming Items","Liberals",921
"5519",8,1,"Difficult","Apolitical Items","Liberals",921
"5520",8,1,"Difficult","Apolitical Items","Liberals",921
"5521",7,1,"Difficult","Conservative Confirming Items","Liberals",922
"5522",7,1,"Difficult","Liberal Confirming Items","Liberals",922
"5523",7,1,"Difficult","Conservative Confirming Items","Liberals",922
"5524",7,1,"Difficult","Liberal Confirming Items","Liberals",922
"5525",7,1,"Difficult","Apolitical Items","Liberals",922
"5526",7,1,"Difficult","Apolitical Items","Liberals",922
"5527",3,1,"Difficult","Conservative Confirming Items","Moderates",923
"5528",3,1,"Difficult","Liberal Confirming Items","Moderates",923
"5529",3,1,"Difficult","Conservative Confirming Items","Moderates",923
"5530",3,0,"Difficult","Liberal Confirming Items","Moderates",923
"5531",3,0,"Difficult","Apolitical Items","Moderates",923
"5532",3,1,"Difficult","Apolitical Items","Moderates",923
"5533",6,1,"Difficult","Conservative Confirming Items","Liberals",924
"5534",6,1,"Difficult","Liberal Confirming Items","Liberals",924
"5535",6,1,"Difficult","Conservative Confirming Items","Liberals",924
"5536",6,1,"Difficult","Liberal Confirming Items","Liberals",924
"5537",6,1,"Difficult","Apolitical Items","Liberals",924
"5538",6,0,"Difficult","Apolitical Items","Liberals",924
"5539",7,1,"Difficult","Conservative Confirming Items","Conservatives",925
"5540",7,1,"Difficult","Liberal Confirming Items","Conservatives",925
"5541",7,1,"Difficult","Conservative Confirming Items","Conservatives",925
"5542",7,1,"Difficult","Liberal Confirming Items","Conservatives",925
"5543",7,1,"Difficult","Apolitical Items","Conservatives",925
"5544",7,1,"Difficult","Apolitical Items","Conservatives",925
"5545",5,0,"Difficult","Conservative Confirming Items","Conservatives",926
"5546",5,1,"Difficult","Liberal Confirming Items","Conservatives",926
"5547",5,1,"Difficult","Conservative Confirming Items","Conservatives",926
"5548",5,1,"Difficult","Liberal Confirming Items","Conservatives",926
"5549",5,1,"Difficult","Apolitical Items","Conservatives",926
"5550",5,0,"Difficult","Apolitical Items","Conservatives",926
"5551",4,1,"Difficult","Conservative Confirming Items","Liberals",927
"5552",4,1,"Difficult","Liberal Confirming Items","Liberals",927
"5553",4,1,"Difficult","Conservative Confirming Items","Liberals",927
"5554",4,1,"Difficult","Liberal Confirming Items","Liberals",927
